APOD	-9.4453752311355
H19	-9.2562556836534
UPK2	-8.41827421367228
S100A9	-7.88016190599925
RHOV	-7.80001858843008
ESPN	-7.78164889620107
SUSD2	-7.72726242340114
ANXA6	-7.71309801200119
MUC20	-7.65106951683147
BPIFB1	-7.27370347489805
LCN2	-7.18528827178922
UBE2QL1	-7.13915214182404
ZNF385A	-6.77714955027826
FAM20C	-6.70366399785238
ACACB	-6.68543891435622
FAM234B	-6.65640042774164
PRSS8	-6.55533613778378
ASS1	-6.51746339176599
WFDC21P	-6.47825580537059
ATP6V1B1	-6.45028447048399
PLXNA4	-6.44264654191213
CLN3	-6.40997948610038
KCNN4	-6.38132119680842
PADI2	-6.3289979066424
OBSL1	-6.25958041881445
P2RX2	-6.18255784219641
TMEM132A	-6.13430830292611
LHPP	-6.04559797502598
LGALS3BP	-5.92964954333055
TMC6	-5.84742085774742
NAGPA	-5.84232679039361
PRSS22	-5.78362154073686
ANXA9	-5.71677859343789
RPRM	-5.64028993808264
EPS8L2	-5.63313975195283
SHH	-5.49631716967193
GRINA	-5.44728522983802
CTDSP1	-5.42727883059518
FER1L4	-5.40761246128603
BAMBI	-5.3741623672937
KRT17	-5.36305624649915
CTSA	-5.32329550180824
MARCKSL1	-5.32074137316182
GNPTG	-5.29853060298741
IFI30	-5.29714617136908
SYNGR1	-5.29083057330969
S100A8	-5.27313110851131
UCP2	-5.21340517082356
BDKRB2	-5.20916748174269
NOTCH1	-5.14900072782831
FGFR3	-5.14447485566992
RGS16	-5.0801755933612
UNC93B1	-5.04230153065226
NECTIN2	-5.02274724235838
MEGF6	-4.99800076386502
NUCB2	-4.97703275424694
BCAM	-4.97670973079801
KMT5C	-4.94745962023493
CEBPA	-4.88365199694226
MICAL1	-4.87613549397543
NINJ1	-4.86205792863662
SFXN5	-4.85695376701731
DDAH1	-4.84411962511069
IFIT3	-4.82798111700153
MMP15	-4.80400520187249
LMTK3	-4.79185547585466
GRN	-4.74707418863864
NRBP2	-4.7380508778945
GSTM3	-4.73697323677984
MIR149	-4.68278593804929
FAM110A	-4.64890011557483
SPACA6	-4.64558064262285
IGDCC3	-4.63750960162875
NUDT8	-4.6203196527982
CTSH	-4.61716294623526
CHPF	-4.60834818834753
VIPR2	-4.59641035949731
CLDN7	-4.59019353075035
FIBCD1	-4.58238079907673
CTSF	-4.55980508335418
HECTD3	-4.51824992541763
VASN	-4.51817668816301
SLC29A4	-4.49758699397424
LRCH4	-4.48631680530332
PIEZO1	-4.47336580029533
CHRM1	-4.46886865871443
VGLL1	-4.46332177273314
IER2	-4.45893968890459
LAMB1	-4.4353292400451
MAPK8IP2	-4.42429624513812
ARRB1	-4.38943940548826
BACE2	-4.36622758378235
HMGA1	-4.35115735947848
TNS1	-4.33072828299321
ATP6V0A4	-4.31073777306235
CFB	-4.28998944600005
PABPC4	-4.28862567996322
MDK	-4.28503865155291
CD74	-4.27079135560149
SERPINA1	-4.19716042888301
BLCAP	-4.18346470929365
GSTK1	-4.17805440837534
CACFD1	-4.16260879215404
RNF32	-4.1445318787047
DHRS3	-4.12270667717037
UNG	-4.12179350926843
SESN2	-4.10702333831617
RFTN1	-4.06355723686303
SLCO3A1	-4.02515471856263
SCARA3	-4.01339284678083
RPS13	-4.00879208457013
SPEG	-3.99555494899459
CTSV	-3.97028659106134
ARRB2	-3.94475100192224
GPRC5A	-3.9272847545217
ADCY5	-3.92669730985129
PROM2	-3.92296117808461
SLC22A31	-3.92276166470226
HSDL2	-3.89700003375462
C1orf21	-3.89580448844769
DCAF4	-3.89512754977053
NT5E	-3.88177565758658
TUBB3	-3.88160150307617
GALNT6	-3.85075910841404
C15orf48	-3.83349850713082
FMNL3	-3.8159843023927
SLC4A8	-3.75211632491185
ATP2A3	-3.74094082773392
CPNE2	-3.73224838279902
HIGD2A	-3.72717135363453
C2orf72	-3.72294605929481
SNCG	-3.7134743751152
PLBD1	-3.69400914790314
PLCB3	-3.69370602759139
RCAN1	-3.69070835629532
ARHGEF2	-3.6857091247793
FGFR4	-3.67811348931996
SECTM1	-3.66817836036974
RPS6KA1	-3.66152597096725
ATF4	-3.64496829065378
SEMA7A	-3.6154210489018
ZFP36L2	-3.59628804734262
NRARP	-3.58308041944026
FA2H	-3.55961566843433
PLCD3	-3.55348494708038
PITPNM2	-3.5531824182168
COL6A2	-3.54177170451116
CDC25B	-3.52683332202184
CD81	-3.52423321178982
VWA1	-3.51694822744909
ST3GAL4	-3.50960279871036
SCGB1A1	-3.50822246966827
PTK7	-3.49976700434245
RPS25	-3.49952500918251
TACC1	-3.49739108235938
IFIT1	-3.49478094575632
EFHD2	-3.48627901436742
MAN2C1	-3.47203281710548
TP53I11	-3.44165554936445
MLLT6	-3.43305567421497
CSAD	-3.40274971210093
SMIM5	-3.39829545479529
SEMA3F	-3.39776513092524
SH3D21	-3.38323232745558
CAMK2N1	-3.3827211015307
IL6R	-3.38187888026355
NAP1L1	-3.37168302360564
ZNF296	-3.36889477304539
TFAP2C	-3.3637666451873
SERPINA5	-3.3519343309107
MOV10	-3.35048836437224
PNPLA2	-3.34568753155566
GDPD3	-3.34168315268973
ESR1	-3.33932902221358
INPPL1	-3.2961505000053
SYT7	-3.29136899455939
SCART1	-3.28457920365092
CFL2	-3.27780784228812
KLF2	-3.27676052035001
CYB5R3	-3.27536259028891
TMPRSS2	-3.26989044041368
LMF2	-3.25504441353187
TM7SF2	-3.25373050629627
ALDH4A1	-3.25160719211207
UPK3B	-3.25076233553815
NUP210	-3.23970103114176
